job title,company_name,link
 Quality Assurance Expert , Hitachi ABB Power Grids ,https://nofluffjobs.com/pl/job/quality-assurance-expert-hitachi-abb-power-grids-krakow-fnbr1gvq
 Python Test Automation , Hitachi Energy ,https://nofluffjobs.com/pl/job/python-test-automation-hitachi-energy-krakow-nrix9om9
 Remote Agile Test Engineer in Coredev , ESET ,https://nofluffjobs.com/pl/job/remote-agile-test-engineer-in-coredev-eset-hclhhp90
 Remote Agile Test Engineer , ESET ,https://nofluffjobs.com/pl/job/remote-agile-test-engineer-eset-i19cfdz9
 Data Scientist (Remote) , deepsense.ai Sp. z o.o. ,https://nofluffjobs.com/pl/job/data-scientist-remote-deepsense-ai-jgzeobxc
 Deep Learning Engineer , Focal Systems ,https://nofluffjobs.com/pl/job/deep-learning-engineer-focal-systems-remote-tzxnzup6
 R&D Front-end QA Specialist , Hitachi Energy ,https://nofluffjobs.com/pl/job/r-d-front-end-qa-specialist-hitachi-energy-krakow-4jvkdy4d
 Staff Software Delivery Engineer , Nomagic ,https://nofluffjobs.com/pl/job/staff-software-delivery-engineer-nomagic-warszawa-fgimiv5v
 Senior Data Scientist (A&PC) , hubQuest ,https://nofluffjobs.com/pl/job/senior-data-scientist-a-pc-hubquest-remote-41thr7bq
 Data Engineer , Ringier Axel Springer Tech ,https://nofluffjobs.com/pl/job/data-engineer-ringier-axel-springer-tech-warszawa-mb3lguat
 Senior Manual Test Engineer (IoT) , Kontakt.io ,https://nofluffjobs.com/pl/job/senior-manual-test-engineer-iot-kontakt-io-krakow-e2kx2mi2
 Release Infrastructure Engineer , Snowflake ,https://nofluffjobs.com/pl/job/release-infrastructure-engineer-snowflake-warsaw-09l2ixud
 Senior Test Automation Engineer , Hearsay ,https://nofluffjobs.com/pl/job/senior-test-automation-engineer-hearsay-budapest-omezch8w
 Remote MLOps Engineer , Link Group ,https://nofluffjobs.com/pl/job/remote-mlops-engineer-link-group-bt10xvfp
 Remote DevOps Engineer (AWS or GCP) , Mindbox S.A. ,https://nofluffjobs.com/pl/job/remote-devops-engineer-aws-or-gcp-mindbox-cdldtvcw
 Senior Quality Assurance Engineer , Hitachi Energy ,https://nofluffjobs.com/pl/job/senior-quality-assurance-engineer-hitachi-energy-krakow-uxyvonjq
 Cloud DevOps , Hitachi Energy ,https://nofluffjobs.com/pl/job/cloud-devops-hitachi-energy-krakow-nata6uyu
 Senior NLP Data Scientist , Applica Sp. z o.o. ,https://nofluffjobs.com/pl/job/senior-nlp-data-scientist-applica-remote-24pnvhyb
 Junior DevOps Engineer , Enxoo ,https://nofluffjobs.com/pl/job/junior-devops-engineer-enxoo-remote-lh9dlxno
 Test Engineer (Automotive) , Avenga ,https://nofluffjobs.com/pl/job/test-engineer-automotive-avenga-lodz-rdunnlyz
 Cloud Engineer , Unit8 SA ,https://nofluffjobs.com/pl/job/cloud-engineer-unit8-krakow-cqtame81
 DevOps Cloud Engineer (AWS) , ValueLogic Sp. z o.o. ,https://nofluffjobs.com/pl/job/devops-cloud-engineer-aws-valuelogic-remote-zkrhzsoa
 Remote Python Machine Learning Engineer , DTiQ ,https://nofluffjobs.com/pl/job/remote-python-machine-learning-engineer-dtiq-om9uibvx
 Quality Automation Engineer , Grid Dynamics ,https://nofluffjobs.com/pl/job/quality-automation-engineer-grid-dynamics-remote-cn1ld8ub
 Test Automation Engineer , AVENGA ,https://nofluffjobs.com/pl/job/test-automation-engineer-avenga-remote-boczfrwa
 Senior Data Engineer , Avenga ,https://nofluffjobs.com/pl/job/senior-data-engineer-avenga-remote-msiltnfx
 Senior Full-Stack Developer , Avenga ,https://nofluffjobs.com/pl/job/senior-full-stack-developer-avenga-poznan-wuqx7tde
 Big Data Engineer , Ringier Axel Springer Tech ,https://nofluffjobs.com/pl/job/big-data-engineer-ringier-axel-springer-tech-krakow-vxdbwisb
 Remote Azure Data Engineer , Infosys Consulting ,https://nofluffjobs.com/pl/job/remote-azure-data-engineer-infosys-consulting-r7yqrn01
 Senior Data Engineer , Sii Polska ,https://nofluffjobs.com/pl/job/senior-data-engineer-sii-polska-warszawa-yeqpofxg
 QA Engineer , SmartLunch ,https://nofluffjobs.com/pl/job/qa-engineer-smartlunch-wroclaw-edqpzlgi
 Azure Data Engineer , Lingaro ,https://nofluffjobs.com/pl/job/azure-data-engineer-lingaro-remote-iwz8g05i
 Remote Senior DevOps Engineer , Appex ,https://nofluffjobs.com/pl/job/remote-senior-devops-engineer-appex-vcm9rynm
 ETL Engineer , ERGO Technology & Services ,https://nofluffjobs.com/pl/job/etl-engineer-ergo-technology-services-warszawa-ymig7xm8
 Senior Data Scientist , Barion Payment Zrt. ,https://nofluffjobs.com/pl/job/senior-data-scientist-barion-payment-zrt-remote-71tw370y
 Snowflake Developer , Elitmind ,https://nofluffjobs.com/pl/job/snowflake-developer-elitmind-remote-zmybykbh
 Middle DevOps Engineer , IDBC Creative Solutions Kft. ,https://nofluffjobs.com/pl/job/middle-devops-engineer-idbc-creative-solutions-kft-remote-eckjnyhd
 Remote Sr QA Engineer , Silent Eight ,https://nofluffjobs.com/pl/job/remote-sr-qa-engineer-silent-eight-0yecdfeq
 Remote Senior QA Engineer , Unity Group ,https://nofluffjobs.com/pl/job/remote-senior-qa-engineer-unity-group-mvocsxjz
 DATA PLATFORM DEVOPS ENGINEER , Reply Polska ,https://nofluffjobs.com/pl/job/data-platform-devops-engineer-reply-polska-katowice-zouzljxp
 APACHE SPARK DATA ENGINEER , Reply Polska ,https://nofluffjobs.com/pl/job/apache-spark-data-engineer-reply-polska-katowice-d1kyo0mn
 Data Engineer , Beesafe Sp. z o.o. ,https://nofluffjobs.com/pl/job/data-engineer-beesafe-remote-y103cq4f
 Fullstack with C# needed - 100% REMOTELY , DevsData LLC ,https://nofluffjobs.com/pl/job/fullstack-with-c-needed-100-remotely-devsdata-llc-2cnyveyg
 ML+NLP Data Scientist , CIGen ,https://nofluffjobs.com/pl/job/ml-nlp-data-scientist-cigen-remote-rkpif8tp
 Computer Vision Tech Lead , BRAINLY ,https://nofluffjobs.com/pl/job/computer-vision-tech-lead-brainly-remote-g7hkq6nh
 Senior Test Engineer , Skelia Poland ,https://nofluffjobs.com/pl/job/senior-test-engineer-skelia-poland-remote-zh4zbczb
 Data Engineer , Talent Hills ,https://nofluffjobs.com/pl/job/data-engineer-talent-hills-remote-vuxd9thq
 Remote Middle Cloud DevOps Engineer , StaffingPartner ,https://nofluffjobs.com/pl/job/remote-middle-cloud-devops-engineer-staffingpartner-ytnuodcx
 Analityk CERT , Comcert SA ,https://nofluffjobs.com/pl/job/analityk-cert-comcert-warszawa-sgs3a8q7
 CI/CD Engineer (Software Factory) , Sigma IT Poland ,https://nofluffjobs.com/pl/job/ci-cd-engineer-software-factory-sigma-it-poland-remote-urwdqgll
 Mid/Senior Linux Administrator , Link Group ,https://nofluffjobs.com/pl/job/mid-senior-linux-administrator-link-group-remote-pxq9l3qd
 Remote Middle/Senior Python Developer , ASTEK Polska ,https://nofluffjobs.com/pl/job/remote-middle-senior-python-developer-astek-polska-nhvtjwix
 Digital Site Reliability Engineer , Motorola Solutions Systems Polska ,https://nofluffjobs.com/pl/job/digital-site-reliability-engineer-motorola-solutions-systems-polska-remote-psiqdhml
 Snowflake Engineer , Sollers Consulting ,https://nofluffjobs.com/pl/job/snowflake-engineer-sollers-consulting-warszawa-firxfuaq
 MLOps Engineer , Robotec.ai ,https://nofluffjobs.com/pl/job/mlops-engineer-robotec-ai-warszawa-yokaoe4o
 Remote Senior QA Automation Specialist , PGS Software Sp z o.o. ,https://nofluffjobs.com/pl/job/remote-senior-qa-automation-specialist-pgs-software-gqicp66m
 Remote Middle QA Automation Specialist , PGS Software Sp z o.o. ,https://nofluffjobs.com/pl/job/remote-middle-qa-automation-specialist-pgs-software-zf3tato8
 VIDEO BACK-END ENGINEER , Ooh I.C. sp zoo ,https://nofluffjobs.com/pl/job/video-back-end-engineer-ooh-i-c-remote-xeuevb8q
 Senior Azure Data Engineer , Larsen & Toubro Infotech (LTI) ,https://nofluffjobs.com/pl/job/senior-azure-data-engineer-larsen-toubro-infotech-lti-warszawa-d2ancsi9
 Remote Big Data Tech Leader , ClearScale ,https://nofluffjobs.com/pl/job/remote-big-data-tech-leader-clearscale-txi1c5yh
 Senior Data Engineer (AWS) , Link Group ,https://nofluffjobs.com/pl/job/senior-data-engineer-aws-link-group-remote-yyaei5bp
 Senior System Engineer , Devire ,https://nofluffjobs.com/pl/job/senior-system-engineer-devire-warsaw-rdporqhk
 Remote Big Data Team Lead , ClearScale ,https://nofluffjobs.com/pl/job/remote-big-data-team-lead-clearscale-l3es0tvu
 System Administrator , IT CONNECT ,https://nofluffjobs.com/pl/job/system-administrator-it-connect-lodz-eignnjp2
 Senior DevOps Engineer , NetworkedAssets Sp. z o.o. ,https://nofluffjobs.com/pl/job/senior-devops-engineer-networkedassets-remote-dnqlxoer
 Senior Big Data Developer , TCL Research Europe Sp. z o.o. ,https://nofluffjobs.com/pl/job/senior-big-data-developer-tcl-research-europe-remote-s0xqplvw
 Remote Cloud DevOps (ID: 11513) , Infopulse ,https://nofluffjobs.com/pl/job/remote-cloud-devops-id-11513-infopulse-ygqexeml
 Mid Data Engineer , Idego Group Sp. z o.o. ,https://nofluffjobs.com/pl/job/mid-data-engineer-idego-group-remote-vqaa8pzm
 Devops- 100% remote , AVENGA ,https://nofluffjobs.com/pl/job/devops-100-remote-avenga-hutw3ac4
 Data Engineer , ProData Consult ,https://nofluffjobs.com/pl/job/data-engineer-prodata-consult-remote-lb2iz4wg
 DevOps Engineer , NetworkedAssets Sp. z o.o. ,https://nofluffjobs.com/pl/job/devops-engineer-networkedassets-remote-tcg0jrba
 System Admin (not another boring job) , Bones sp. z o.o. ,https://nofluffjobs.com/pl/job/system-admin-not-another-boring-job-bones-warszawa-akxg4aqz
 C Embedded Developer , Link Group ,https://nofluffjobs.com/pl/job/c-embedded-developer-link-group-remote-tsa90362
 AWS Architect with Data Sccience focus , Roche ,https://nofluffjobs.com/pl/job/aws-architect-with-data-sccience-focus-roche-warszawa-h7vfkzjf
 Application Security Engineer , Mend (formerly WhiteSource) ,https://nofluffjobs.com/pl/job/application-security-engineer-mend-formerly-whitesource-remote-qv7ufmdz
 Machine Learning Engineer , Britenet ,https://nofluffjobs.com/pl/job/machine-learning-engineer-britenet-warszawa-nvh9vfph
 Geospatial Senior Data Engineer , Bayer ,https://nofluffjobs.com/pl/job/geospatial-senior-data-engineer-bayer-warszawa-q5y8swjb
 Data Engineer Developer , Codete ,https://nofluffjobs.com/pl/job/data-engineer-developer-codete-remote-gjigzmcm
 QA Engineer , Hitachi ABB Power Grids ,https://nofluffjobs.com/pl/job/qa-engineer-hitachi-abb-power-grids-krakow-ihdi92cc
 Data Engineer , IncepTech Kft. ,https://nofluffjobs.com/pl/job/data-engineer-inceptech-kft-budapest-i5f5tk6j
 Senior DevOps , Hitachi Energy ,https://nofluffjobs.com/pl/job/senior-devops-hitachi-energy-krakow-56exyhde
 Infrastructure and Automation Engineer , Snowflake ,https://nofluffjobs.com/pl/job/infrastructure-and-automation-engineer-snowflake-warsaw-jlosazjh
 DevOps Engineer , Wunderman Thompson Technology ,https://nofluffjobs.com/pl/job/devops-engineer-wunderman-thompson-technology-poznan-xaselnla
 Senior Data Engineer , Devire Sp. z o.o. ,https://nofluffjobs.com/pl/job/senior-data-engineer-devire-remote-denkvjti
 Site Reliability Engineer , Shelf ,https://nofluffjobs.com/pl/job/site-reliability-engineer-shelf-wroclaw-mj2yfh6m
 Team Leader (Java/e-commerce) , apreel Sp. z o.o. ,https://nofluffjobs.com/pl/job/team-leader-java-e-commerce-apreel-remote-8naujorr
 Full Stack Developer for Embedded Linux , iSMA CONTROLLI Poland S.A. ,https://nofluffjobs.com/pl/job/full-stack-developer-for-embedded-linux-isma-controlli-poland-gdansk-f5lufagj
 Data Engineer , Avanade Poland ,https://nofluffjobs.com/pl/job/data-engineer-avanade-poland-remote-mxzi7jrq
 Data Analyst , FLYR Poland sp.z.o.o ,https://nofluffjobs.com/pl/job/data-analyst-flyr-poland-krakow-ihjzuv8r
 DATA ENGINEER , Proxet ,https://nofluffjobs.com/pl/job/data-engineer-proxet-remote-ztyjldjb
 Azure Senior/Lead DevOps/Cloud Architect , SoftServe ,https://nofluffjobs.com/pl/job/azure-senior-lead-devops-cloud-architect-softserve-remote-qgwshwud
 Junior Data Analyst , ALTEN Polska ,https://nofluffjobs.com/pl/job/junior-data-analyst-alten-polska-gdansk-1daqeeyb
 Senior DevOps Engineer , Proxet ,https://nofluffjobs.com/pl/job/senior-devops-engineer-proxet-remote-sven56vx
 Remote Senior Cloud Engineer , Luxoft Poland ,https://nofluffjobs.com/pl/job/remote-senior-cloud-engineer-luxoft-poland-zt89uzk7
 Data Engineer , Sii Polska ,https://nofluffjobs.com/pl/job/data-engineer-sii-polska-remote-kddq1ydx
 Senior Cloud Services Engineer , Snowflake ,https://nofluffjobs.com/pl/job/senior-cloud-services-engineer-snowflake-warsaw-upm83zcu
 Big Data Developer , Britenet ,https://nofluffjobs.com/pl/job/big-data-developer-britenet-remote-jjwdyw9n
 Senior Cloud SRE , OpenX ,https://nofluffjobs.com/pl/job/senior-cloud-sre-openx-remote-5da9tgw1
 Product DevOps Engineer , Syncron Sp. z o.o. ,https://nofluffjobs.com/pl/job/product-devops-engineer-syncron-remote-lonzdmpm
 Data Scientist - Analytics , OpenX ,https://nofluffjobs.com/pl/job/data-scientist-analytics-openx-krakow-2tdofo49
 Senior C++ Developer , HARMAN Connected Services ,https://nofluffjobs.com/pl/job/senior-c-developer-harman-connected-services-lodz-nunsizxk
 Remote Software Engineer , MindMade Sp. z o.o. ,https://nofluffjobs.com/pl/job/remote-software-engineer-mindmade-dszjkhjs
 DevOps in Test Automation Infrastructure , Mobica Limited ,https://nofluffjobs.com/pl/job/devops-in-test-automation-infrastructure-mobica-limited-remote-g97xu5ee
 Embedded Software Developer , Dyson Sp. z o.o. ,https://nofluffjobs.com/pl/job/embedded-software-developer-dyson-krakow-riyamls9
 Trainee Web Developer , Codecool Kft. ,https://nofluffjobs.com/pl/job/trainee-web-developer-codecool-kft-budapest-qgc3olyt
 Azure DevOps Engineer , AXA Avanssur SA Spółka Akcyjna Oddział II w Polsce ,https://nofluffjobs.com/pl/job/azure-devops-engineer-axa-avanssurspolka-akcyjna-oddzial-ii-w-polsce-remote-pfelizgh
 DevOps , Avenga ,https://nofluffjobs.com/pl/job/devops-avenga-remote-oos3xgcn
 BI Consultant , Adform Sp. z o.o. ,https://nofluffjobs.com/pl/job/bi-consultant-adform-warsaw-64ngqfjg
 Senior Software Engineer Ops Tech ," Earth Class Mail, a LegalZoom Company ",https://nofluffjobs.com/pl/job/senior-software-engineer-ops-tech-earth-class-mail-a-legalzoom-company-krakow-hwp4pu3z
 Software Engineer II Core Platforms ," Earth Class Mail, a LegalZoom Company ",https://nofluffjobs.com/pl/job/software-engineer-ii-core-platforms-earth-class-mail-a-legalzoom-company-krakow-uoyctaov
 Senior Software Engineer Core Platforms ," Earth Class Mail, a LegalZoom Company ",https://nofluffjobs.com/pl/job/senior-software-engineer-core-platforms-earth-class-mail-a-legalzoom-company-krakow-tcwmbmfq
 Group Manager Core Platforms ," Earth Class Mail, a LegalZoom Company ",https://nofluffjobs.com/pl/job/group-manager-core-platforms-earth-class-mail-a-legalzoom-company-krakow-i7emwpo9
 Staff Software Engineer - CorePlatform ," Earth Class Mail, a LegalZoom Company ",https://nofluffjobs.com/pl/job/staff-software-engineer-coreplatform-earth-class-mail-a-legalzoom-company-krakow-ohmzc7kk
 C++ Software Engineer , Motorola Solutions Systems Polska ,https://nofluffjobs.com/pl/job/c-software-engineer-motorola-solutions-systems-polska-remote-mb31txuj
 Test Automation Engineer with C# , Hays Poland ,https://nofluffjobs.com/pl/job/test-automation-engineer-with-c-hays-poland-remote-l4brvu08
 AWS Senior/Lead DevOps/Cloud Architect , SoftServe ,https://nofluffjobs.com/pl/job/aws-senior-lead-devops-cloud-architect-softserve-remote-o1lqemjc
 GCP Senior/Lead DevOps/Cloud Architect , SoftServe ,https://nofluffjobs.com/pl/job/gcp-senior-lead-devops-cloud-architect-softserve-remote-3gl0yvkp
 Cloud Data Engineer , Capgemini ,https://nofluffjobs.com/pl/job/cloud-data-engineer-capgemini-warszawa-vr4mdvc6
 Regular & Senior Node Developer , Link Group ,https://nofluffjobs.com/pl/job/regular-senior-node-developer-link-group-remote-drguyaxu
 Mid C++ Embedded Developer (Aircrafts) , Flytronic S.A. ,https://nofluffjobs.com/pl/job/mid-c-embedded-developer-aircrafts-flytronic-gliwice-r2ltfxzb
 Data Architect with AWS/Azure , GFT Poland ,https://nofluffjobs.com/pl/job/data-architect-with-aws-azure-gft-poland-remote-joyagn7w
 Regular & Senior Backend Developer , Link Group ,https://nofluffjobs.com/pl/job/regular-senior-backend-developer-link-group-remote-vd4b6jvx
 Remote Software Engineer-Compute drivers , Mobica Limited ,https://nofluffjobs.com/pl/job/remote-software-engineer-compute-drivers-mobica-limited-cvkjhfsg
 Technical Support Team Lead , Appfire ,https://nofluffjobs.com/pl/job/technical-support-team-lead-appfire-warsaw-3sqscmku
 Technical Support Engineer , Appfire ,https://nofluffjobs.com/pl/job/technical-support-engineer-appfire-warsaw-myyh6cp4
 Senior DevOps Engineer (Remote) , Appfire ,https://nofluffjobs.com/pl/job/senior-devops-engineer-remote-appfire-qu4bmidy
 DevOps Engineer , Avanade Poland ,https://nofluffjobs.com/pl/job/devops-engineer-avanade-poland-remote-6cm3ase9
 Remote PySpark Developer , Link Group ,https://nofluffjobs.com/pl/job/remote-pyspark-developer-link-group-sxrkzhyi
 Machine Learning Engineer , AVENGA ,https://nofluffjobs.com/pl/job/machine-learning-engineer-avenga-remote-9yulbsxp
 Senior Software Development Engineer , Hitachi Energy ,https://nofluffjobs.com/pl/job/senior-software-development-engineer-hitachi-energy-krakow-kydnfkzl
 Software Development Engineer , Hitachi Energy ,https://nofluffjobs.com/pl/job/software-development-engineer-hitachi-energy-krakow-xxdeob32
 SAS 4GL Developer , Avenga ,https://nofluffjobs.com/pl/job/sas-4gl-developer-avenga-remote-ewxzo8ge
 Big Data Architect (Elasticsearch) , Onwelo ,https://nofluffjobs.com/pl/job/big-data-architect-elasticsearch-onwelo-remote-xcfiihan
 Senior Data Engineer (Cloud) , GetInData ,https://nofluffjobs.com/pl/job/senior-data-engineer-cloud-getindata-remote-8qzzv9k0
 Mid Data Engineer (AWS) , GetInData ,https://nofluffjobs.com/pl/job/mid-data-engineer-aws-getindata-remote-ky61xans
 Remote AWS Data Engineer , Onwelo S.A. ,https://nofluffjobs.com/pl/job/remote-aws-data-engineer-onwelo-zrl80ao5
 Pentester/ CyberSecurity Analyst , Hitachi ABB Power Grids ,https://nofluffjobs.com/pl/job/pentester-cybersecurity-analyst-hitachi-abb-power-grids-krakow-oqhqyt0v
 Data Engineer , Infolet Sp. z o.o ,https://nofluffjobs.com/pl/job/data-engineer-infolet-krakow-zchyrqll
 Senior Cloud Security Engineer , Egnyte ,https://nofluffjobs.com/pl/job/senior-cloud-security-engineer-egnyte-remote-j1ppbqnj
 Mid/Senior Data Scientist , Link Group ,https://nofluffjobs.com/pl/job/mid-senior-data-scientist-link-group-remote-36bczpan
 Big Data Developer , Link Group ,https://nofluffjobs.com/pl/job/big-data-developer-link-group-remote-htxymevc
 Senior Data Engineer , Beesafe Sp. z o.o. ,https://nofluffjobs.com/pl/job/senior-data-engineer-beesafe-warsaw-c3v9x8on
 Senior  Engineer (Python or JavaScript) , Devire ,https://nofluffjobs.com/pl/job/senior-engineer-python-or-javascript-devire-remote-re7rurhp
 Expert Big Data Engineer , Link Group ,https://nofluffjobs.com/pl/job/expert-big-data-engineer-link-group-remote-zfe7wtts
 C++ Embedded Developer , Hays Poland ,https://nofluffjobs.com/pl/job/c-embedded-developer-hays-poland-remote-wgwx6jtu
 Python Software Architect , Merixstudio ,https://nofluffjobs.com/pl/job/python-software-architect-merixstudio-remote-l0g33kok
 Senior DevOps Engineer at Cycode , On The Spot LLC ,https://nofluffjobs.com/pl/job/senior-devops-engineer-at-cycode-on-the-spot-llc-remote-tugc4eoz
 Data Architect , Devire ,https://nofluffjobs.com/pl/job/data-architect-devire-remote-afih0qwu
 DevOps Engineer , Systell Sp. z o.o. sp.k. ,https://nofluffjobs.com/pl/job/devops-engineer-systell-sp-k-poznan-tgvfi7ks
 Mathematical modeler/data scientist , IDEA team within Narodowe Centrum Badań Jądrowych ,https://nofluffjobs.com/pl/job/mathematical-modeler-data-scientist-idea-team-within-narodowe-centrum-badan-jadrowych-warszawa-eaxghimd
 Senior Test Automation Engineer , Avenga ,https://nofluffjobs.com/pl/job/senior-test-automation-engineer-avenga-remote-gn3sdfam
 AI Developer / Data Scientist , Algomine ,https://nofluffjobs.com/pl/job/ai-developer-data-scientist-algomine-remote-h27qqrmz
 BI Architect , Link Group ,https://nofluffjobs.com/pl/job/bi-architect-link-group-remote-mamaxf5z
 DevOps / SRE Engineer , Applica Sp. z o.o. ,https://nofluffjobs.com/pl/job/devops-sre-engineer-applica-remote-aorqluen
 Mid/Senior SRE/DevOps Engineer , Engenious ,https://nofluffjobs.com/pl/job/mid-senior-sre-devops-engineer-engenious-remote-4h3qdzlp
 Cloud DevOps Engineer , Engenious ,https://nofluffjobs.com/pl/job/cloud-devops-engineer-engenious-remote-f1v9hawt
 Senior Software Development Engineer , Hitachi Energy ,https://nofluffjobs.com/pl/job/senior-software-development-engineer-hitachi-energy-krakow-vnil5ex3
 C++ Developer , Hitachi Energy ,https://nofluffjobs.com/pl/job/c-developer-hitachi-energy-krakow-phxywybz
 Data Scientist , Dataplace.ai ,https://nofluffjobs.com/pl/job/data-scientist-dataplace-ai-warszawa-by9w5gw7
 Product Data Analyst , Adyen ,https://nofluffjobs.com/pl/job/product-data-analyst-adyen-amsterdam-cwqwvxnh
 Senior Data Engineer , Avenga ,https://nofluffjobs.com/pl/job/senior-data-engineer-avenga-remote-ilne6oaq
 Container Reliability Engineer , Link Group ,https://nofluffjobs.com/pl/job/container-reliability-engineer-link-group-remote-zmfk1bac
 Junior Golang Developer , Link Group ,https://nofluffjobs.com/pl/job/junior-golang-developer-link-group-remote-b1skieyf
 QA Automation Engineer , HigoSense ,https://nofluffjobs.com/pl/job/qa-automation-engineer-higosense-warszawa-gjmnfyne
 Remote QA Engineer , Unity Group ,https://nofluffjobs.com/pl/job/remote-qa-engineer-unity-group-hwk4aahj
 Remote Software Developer , Sparkbit spółka z o.o. ,https://nofluffjobs.com/pl/job/remote-software-developer-sparkbit-spolka-z-o-o-vb5bcgyw
 Remote Senior Software Developer , Sparkbit spółka z o.o. ,https://nofluffjobs.com/pl/job/remote-senior-software-developer-sparkbit-spolka-z-o-o-bf04xn3t
" Senior Data Engineer, Search Systems ", BRAINLY ,https://nofluffjobs.com/pl/job/senior-data-engineer-search-systems-brainly-remote-xogxmbe4
 Senior GCP DevOps , EPAM ,https://nofluffjobs.com/pl/job/senior-gcp-devops-epam-krakow-5gjaoye9
 QA Lead , Devire ,https://nofluffjobs.com/pl/job/qa-lead-devire-krakow-i2jppuc4
 Senior Azure DevOps , EPAM ,https://nofluffjobs.com/pl/job/senior-azure-devops-epam-krakow-f6evt8l6
 BigData upskilling program , EPAM ,https://nofluffjobs.com/pl/job/bigdata-upskilling-program-epam-katowice-wamwayhu
 Backend Software Engineer , Bidroom ,https://nofluffjobs.com/pl/job/backend-software-engineer-bidroom-remote-putc5teu
 DevOps/Cloud Software Engineer , Bidroom ,https://nofluffjobs.com/pl/job/devops-cloud-software-engineer-bidroom-remote-ruoz0iel
 Junior Automation Engineer , Hays Poland ,https://nofluffjobs.com/pl/job/junior-automation-engineer-hays-poland-krakow-enkbpgie
 Trainee DevOps , RALF-IT ,https://nofluffjobs.com/pl/job/trainee-devops-ralf-it-remote-im4plwjq
 Junior/Mid DevOps , RALF-IT ,https://nofluffjobs.com/pl/job/junior-mid-devops-ralf-it-remote-eu9zkmpf
 Remote Data Engineer , Datumo ,https://nofluffjobs.com/pl/job/remote-data-engineer-datumo-3ldo0orl
 Junior Data Analyst , Coinfirm ,https://nofluffjobs.com/pl/job/junior-data-analyst-coinfirm-remote-z0f2ogep
 Remote AI GPU Senior Software Architect , Luxoft Poland ,https://nofluffjobs.com/pl/job/remote-ai-gpu-senior-software-architect-luxoft-poland-cgzwdd54
